rank,ime,drzava,rating,letnik
32,"Malakhov, Vladimir",RUS,2710,1980
33,"Naiditsch, Arkadij",GER,2710,1985
34,"Tomashevsky, Evgeny",RUS,2709,1987
35,"Wojtaszek, Radoslaw",POL,2708,1987
36,"Areshchenko, Alexander",UKR,2708,1986
37,"Riazantsev, Alexander",RUS,2708,1985
38,"Navara, David",CZE,2707,1985
39,"Almasi, Zoltan",HUN,2707,1976
40,"Eljanov, Pavel",UKR,2707,1983
41,"Vachier-Lagrave, Maxime",FRA,2706,1990
42,"Vallejo Pons, Francisco",ESP,2706,1982
43,"Wang, Yue",CHN,2706,1987
44,"So, Wesley",PHI,2705,1993
45,"Shirov, Alexei",LAT,2703,1972
46,"Ding, Liren",CHN,2702,1992
47,"Fressinet, Laurent",FRA,2700,1981
48,"Movsesian, Sergei",ARM,2699,1978
49,"Kasimdzhanov, Rustam",UZB,2699,1979
50,"McShane, Luke J",ENG,2697,1984
51,"Polgar, Judit",HUN,2696,1976
52,"Rublevsky, Sergei",RUS,2695,1974
53,"Li, Chao b",CHN,2693,1989
54,"Van Wely, Loek",NED,2693,1972
55,"Akopian, Vladimir",ARM,2691,1971
56,"Jobava, Baadur",GEO,2688,1983
57,"Bruzon Batista, Lazaro",CUB,2687,1982
58,"Berkes, Ferenc",HUN,2687,1985
59,"Volokitin, Andrei",UKR,2687,1986
60,"Laznicka, Viktor",CZE,2684,1988
61,"Grachev, Boris",RUS,2683,1986
62,"Short, Nigel D",ENG,2682,1965
63,"Harikrishna, P.",IND,2680,1986
64,"Inarkiev, Ernesto",RUS,2680,1985
65,"Granda Zuniga, Julio E",PER,2679,1967
66,"Cheparinov, Ivan",BUL,2678,1986
67,"Gareev, Timur",USA,2676,1988
68,"Yu, Yangyi",CHN,2675,1994
69,"Rapport, Richard",HUN,2674,1996
70,"Ragger, Markus",AUT,2672,1988
71,"Bologan, Viktor",MDA,2672,1971
72,"Sargissian, Gabriel",ARM,2671,1983
73,"Dreev, Aleksey",RUS,2668,1969
74,"Nisipeanu, Liviu-Dieter",ROU,2667,1976
75,"Onischuk, Alexander",USA,2667,1975
76,"Edouard, Romain",FRA,2666,1990
77,"Fedorchuk, Sergey A.",UKR,2665,1981
78,"Matlakov, Maxim",RUS,2665,1991
79,"Shimanov, Aleksandr",RUS,2664,1992
80,"Smirin, Ilia",ISR,2663,1968
81,"Romanov, Evgeny",RUS,2662,1988
82,"Bu, Xiangzhi",CHN,2662,1985
83,"Zhigalko, Sergei",BLR,2661,1989
84,"Safarli, Eltaj",AZE,2660,1992
85,"Sasikiran, Krishnan",IND,2660,1981
86,"Sutovsky, Emil",ISR,2660,1977
87,"Kryvoruchko, Yuriy",UKR,2659,1986
88,"Zvjaginsev, Vadim",RUS,2659,1976
89,"Khairullin, Ildar",RUS,2658,1990
90,"Khismatullin, Denis",RUS,2658,1984
91,"Nielsen, Peter Heine",DEN,2658,1973
92,"Kurnosov, Igor",RUS,2657,1985
93,"Lysyj, Igor",RUS,2656,1987
94,"Istratescu, Andrei",FRA,2655,1975
95,"Lupulescu, Constantin",ROU,2655,1984
96,"Motylev, Alexander",RUS,2655,1979
97,"Gharamian, Tigran",FRA,2655,1984
98,"Beliavsky, Alexander G",SLO,2651,1953
99,"Efimenko, Zahar",UKR,2651,1985
100,"Kobalia, Mikhail",RUS,2651,1978
1,"Carlsen, Magnus",NOR,2862,1990
2,"Aronian, Levon",ARM,2813,1982
3,"Caruana, Fabiano",ITA,2796,1992
4,"Kramnik, Vladimir",RUS,2784,1975
5,"Grischuk, Alexander",RUS,2780,1983
6,"Karjakin, Sergey",RUS,2776,1990
7,"Nakamura, Hikaru",USA,2775,1987
8,"Anand, Viswanathan",IND,2775,1969
9,"Gelfand, Boris",ISR,2773,1968
10,"Topalov, Veselin",BUL,2767,1975
11,"Kamsky, Gata",USA,2763,1974
12,"Mamedyarov, Shakhriyar",AZE,2761,1985
13,"Dominguez Perez, Leinier",CUB,2757,1983
14,"Ponomariov, Ruslan",UKR,2756,1983
15,"Wang, Hao",CHN,2752,1989
16,"Svidler, Peter",RUS,2746,1976
17,"Adams, Michael",ENG,2740,1971
18,"Leko, Peter",HUN,2737,1979
19,"Morozevich, Alexander",RUS,2736,1977
20,"Giri, Anish",NED,2734,1994
21,"Vitiugov, Nikita",RUS,2734,1987
22,"Ivanchuk, Vassily",UKR,2733,1969
23,"Radjabov, Teimour",AZE,2733,1987
24,"Andreikin, Dmitry",RUS,2727,1990
25,"Korobov, Anton",UKR,2720,1985
26,"Vachier-Lagrave, Maxime",FRA,2719,1990
27,"Nepomniachtchi, Ian",RUS,2717,1990
28,"Navara, David",CZE,2715,1985
29,"Bacrot, Etienne",FRA,2714,1983
30,"Ding, Liren",CHN,2714,1992
31,"Alekseev, Evgeny",RUS,2714,1985
32,"Jakovenko, Dmitry",RUS,2713,1983
33,"Le, Quang Liem",VIE,2712,1991
34,"Naiditsch, Arkadij",GER,2710,1985
35,"Areshchenko, Alexander",UKR,2709,1986
36,"Malakhov, Vladimir",RUS,2709,1980
37,"Tomashevsky, Evgeny",RUS,2709,1987
38,"So, Wesley",PHI,2708,1993
39,"Fressinet, Laurent",FRA,2708,1981
40,"Riazantsev, Alexander",RUS,2708,1985
41,"Almasi, Zoltan",HUN,2707,1976
42,"Vallejo Pons, Francisco",ESP,2706,1982
43,"Wang, Yue",CHN,2705,1987
44,"Eljanov, Pavel",UKR,2702,1983
45,"Van Wely, Loek",NED,2701,1972
46,"Wojtaszek, Radoslaw",POL,2701,1987
47,"Moiseenko, Alexander",UKR,2699,1980
48,"Kasimdzhanov, Rustam",UZB,2699,1979
49,"Movsesian, Sergei",ARM,2699,1978
50,"McShane, Luke J",ENG,2697,1984
51,"Shirov, Alexei",LAT,2696,1972
52,"Polgar, Judit",HUN,2696,1976
53,"Rublevsky, Sergei",RUS,2695,1974
54,"Rapport, Richard",HUN,2693,1996
55,"Jobava, Baadur",GEO,2693,1983
56,"Akopian, Vladimir",ARM,2691,1971
57,"Bruzon Batista, Lazaro",CUB,2689,1982
58,"Volokitin, Andrei",UKR,2688,1986
59,"Short, Nigel D",ENG,2688,1965
60,"Berkes, Ferenc",HUN,2687,1985
61,"Li, Chao b",CHN,2686,1989
62,"Laznicka, Viktor",CZE,2684,1988
63,"Grachev, Boris",RUS,2683,1986
64,"Ragger, Markus",AUT,2680,1988
65,"Harikrishna, P.",IND,2680,1986
66,"Inarkiev, Ernesto",RUS,2680,1985
67,"Granda Zuniga, Julio E",PER,2679,1967
68,"Kryvoruchko, Yuriy",UKR,2678,1986
69,"Cheparinov, Ivan",BUL,2678,1986
70,"Gareev, Timur",USA,2676,1988
71,"Bologan, Viktor",MDA,2672,1971
72,"Sargissian, Gabriel",ARM,2671,1983
73,"Nisipeanu, Liviu-Dieter",ROU,2670,1976
74,"Dreev, Aleksey",RUS,2668,1969
75,"Fedorchuk, Sergey A.",UKR,2667,1981
76,"Onischuk, Alexander",USA,2667,1975
77,"Matlakov, Maxim",RUS,2665,1991
78,"Bu, Xiangzhi",CHN,2664,1985
79,"Shimanov, Aleksandr",RUS,2664,1992
80,"Smirin, Ilia",ISR,2663,1968
81,"Edouard, Romain",FRA,2662,1990
82,"Romanov, Evgeny",RUS,2662,1988
83,"Ni, Hua",CHN,2661,1983
84,"Zhigalko, Sergei",BLR,2661,1989
85,"Petrosian, Tigran L.",ARM,2660,1984
86,"Safarli, Eltaj",AZE,2660,1992
87,"Sasikiran, Krishnan",IND,2660,1981
88,"Sutovsky, Emil",ISR,2660,1977
89,"Zvjaginsev, Vadim",RUS,2659,1976
90,"Khairullin, Ildar",RUS,2658,1990
91,"Khismatullin, Denis",RUS,2658,1984
92,"Nielsen, Peter Heine",DEN,2658,1973
93,"Yu, Yangyi",CHN,2657,1994
94,"Efimenko, Zahar",UKR,2657,1985
95,"Kurnosov, Igor",RUS,2657,1985
96,"Lysyj, Igor",RUS,2656,1987
97,"Gharamian, Tigran",FRA,2655,1984
98,"Motylev, Alexander",RUS,2655,1979
99,"Tiviakov, Sergei",NED,2654,1973
100,"Gajewski, Grzegorz",POL,2653,1985
1,"Carlsen, Magnus",NOR,2862,1990
2,"Aronian, Levon",ARM,2813,1982
3,"Caruana, Fabiano",ITA,2796,1992
4,"Grischuk, Alexander",RUS,2785,1983
5,"Kramnik, Vladimir",RUS,2784,1975
6,"Mamedyarov, Shakhriyar",AZE,2775,1985
7,"Anand, Viswanathan",IND,2775,1969
8,"Karjakin, Sergey",RUS,2772,1990
9,"Nakamura, Hikaru",USA,2772,1987
10,"Topalov, Veselin",BUL,2769,1975
11,"Gelfand, Boris",ISR,2764,1968
12,"Dominguez Perez, Leinier",CUB,2757,1983
13,"Ponomariov, Ruslan",UKR,2756,1983
14,"Wang, Hao",CHN,2747,1989
15,"Svidler, Peter",RUS,2746,1976
16,"Leko, Peter",HUN,2744,1979
17,"Kamsky, Gata",USA,2741,1974
18,"Adams, Michael",ENG,2740,1971
19,"Morozevich, Alexander",RUS,2739,1977
20,"Giri, Anish",NED,2737,1994
21,"Radjabov, Teimour",AZE,2733,1987
22,"Ivanchuk, Vassily",UKR,2731,1969
23,"Jakovenko, Dmitry",RUS,2724,1983
24,"Nepomniachtchi, Ian",RUS,2723,1990
25,"Korobov, Anton",UKR,2720,1985
26,"Vitiugov, Nikita",RUS,2719,1987
27,"Vachier-Lagrave, Maxime",FRA,2719,1990
28,"Ding, Liren",CHN,2718,1992
29,"Andreikin, Dmitry",RUS,2716,1990
30,"Navara, David",CZE,2715,1985
31,"Bacrot, Etienne",FRA,2714,1983
32,"Wang, Yue",CHN,2713,1987
33,"Alekseev, Evgeny",RUS,2710,1985
34,"So, Wesley",PHI,2710,1993
35,"Naiditsch, Arkadij",GER,2710,1985
36,"Areshchenko, Alexander",UKR,2709,1986
37,"Fressinet, Laurent",FRA,2708,1981
38,"Malakhov, Vladimir",RUS,2707,1980
39,"Almasi, Zoltan",HUN,2707,1976
40,"Tomashevsky, Evgeny",RUS,2706,1987
41,"Vallejo Pons, Francisco",ESP,2706,1982
42,"Le, Quang Liem",VIE,2702,1991
43,"Eljanov, Pavel",UKR,2702,1983
44,"Van Wely, Loek",NED,2701,1972
45,"Wojtaszek, Radoslaw",POL,2701,1987
46,"Riazantsev, Alexander",RUS,2700,1985
47,"Kasimdzhanov, Rustam",UZB,2699,1979
48,"Moiseenko, Alexander",UKR,2699,1980
49,"Movsesian, Sergei",ARM,2699,1978
50,"Bruzon Batista, Lazaro",CUB,2698,1982
51,"McShane, Luke J",ENG,2697,1984
52,"Harikrishna, P.",IND,2696,1986
53,"Jobava, Baadur",GEO,2696,1983
54,"Polgar, Judit",HUN,2696,1976
55,"Shirov, Alexei",LAT,2696,1972
56,"Rublevsky, Sergei",RUS,2695,1974
57,"Inarkiev, Ernesto",RUS,2693,1985
58,"Li, Chao b",CHN,2693,1989
59,"Rapport, Richard",HUN,2693,1996
60,"Akopian, Vladimir",ARM,2691,1971
61,"Volokitin, Andrei",UKR,2688,1986
62,"Short, Nigel D",ENG,2684,1965
63,"Ragger, Markus",AUT,2680,1988
64,"Berkes, Ferenc",HUN,2678,1985
65,"Cheparinov, Ivan",BUL,2678,1986
66,"Kryvoruchko, Yuriy",UKR,2678,1986
67,"Laznicka, Viktor",CZE,2677,1988
68,"Grachev, Boris",RUS,2676,1986
69,"Matlakov, Maxim",RUS,2676,1991
70,"Gareev, Timur",USA,2676,1988
71,"Bologan, Viktor",MDA,2672,1971
72,"Ni, Hua",CHN,2671,1983
73,"Sargissian, Gabriel",ARM,2671,1983
74,"Fedorchuk, Sergey A.",UKR,2669,1981
75,"Dreev, Aleksey",RUS,2668,1969
76,"Bu, Xiangzhi",CHN,2667,1985
77,"Onischuk, Alexander",USA,2667,1975
78,"Nisipeanu, Liviu-Dieter",ROU,2665,1976
79,"Granda Zuniga, Julio E",PER,2664,1967
80,"Zhigalko, Sergei",BLR,2664,1989
81,"Motylev, Alexander",RUS,2663,1979
82,"Smirin, Ilia",ISR,2663,1968
83,"Yu, Yangyi",CHN,2662,1994
84,"Kurnosov, Igor",RUS,2662,1985
85,"Edouard, Romain",FRA,2662,1990
86,"Efimenko, Zahar",UKR,2661,1985
87,"Safarli, Eltaj",AZE,2660,1992
88,"Iturrizaga, Eduardo",VEN,2660,1989
89,"Petrosian, Tigran L.",ARM,2660,1984
90,"Sasikiran, Krishnan",IND,2660,1981
91,"Sutovsky, Emil",ISR,2660,1977
92,"Zvjaginsev, Vadim",RUS,2659,1976
93,"Nielsen, Peter Heine",DEN,2658,1973
94,"Sokolov, Ivan",NED,2656,1968
95,"Rodshtein, Maxim",ISR,2656,1989
96,"Tiviakov, Sergei",NED,2656,1973
97,"Shimanov, Aleksandr",RUS,2655,1992
98,"Gharamian, Tigran",FRA,2655,1984
99,"Swiercz, Dariusz",POL,2654,1994
100,"Khismatullin, Denis",RUS,2653,1984
1,"Carlsen, Magnus",NOR,2862,1990
2,"Aronian, Levon",ARM,2813,1982
3,"Kramnik, Vladimir",RUS,2794,1975
4,"Grischuk, Alexander",RUS,2785,1983
5,"Caruana, Fabiano",ITA,2779,1992
6,"Anand, Viswanathan",IND,2775,1969
7,"Mamedyarov, Shakhriyar",AZE,2775,1985
8,"Karjakin, Sergey",RUS,2772,1990
9,"Nakamura, Hikaru",USA,2772,1987
10,"Topalov, Veselin",BUL,2769,1975
11,"Gelfand, Boris",ISR,2764,1968
12,"Adams, Michael",ENG,2761,1971
13,"Dominguez Perez, Leinier",CUB,2757,1983
14,"Ponomariov, Ruslan",UKR,2756,1983
15,"Svidler, Peter",RUS,2746,1976
16,"Kamsky, Gata",USA,2741,1974
17,"Leko, Peter",HUN,2740,1979
18,"Morozevich, Alexander",RUS,2739,1977
19,"Giri, Anish",NED,2737,1994
20,"Wang, Hao",CHN,2736,1989
21,"Radjabov, Teimour",AZE,2733,1987
22,"Ivanchuk, Vassily",UKR,2731,1969
23,"Jakovenko, Dmitry",RUS,2724,1983
24,"Bacrot, Etienne",FRA,2723,1983
25,"Ding, Liren",CHN,2722,1992
26,"Vachier-Lagrave, Maxime",FRA,2722,1990
27,"Korobov, Anton",UKR,2720,1985
28,"Vitiugov, Nikita",RUS,2719,1987
29,"Nepomniachtchi, Ian",RUS,2717,1990
30,"Navara, David",CZE,2715,1985
31,"Wang, Yue",CHN,2713,1987
32,"Naiditsch, Arkadij",GER,2710,1985
33,"Alekseev, Evgeny",RUS,2710,1985
34,"So, Wesley",PHI,2710,1993
35,"Harikrishna, P.",IND,2709,1986
36,"Andreikin, Dmitry",RUS,2709,1990
37,"Areshchenko, Alexander",UKR,2709,1986
38,"Fressinet, Laurent",FRA,2708,1981
39,"Almasi, Zoltan",HUN,2707,1976
40,"Malakhov, Vladimir",RUS,2707,1980
41,"Moiseenko, Alexander",UKR,2706,1980
42,"Eljanov, Pavel",UKR,2706,1983
43,"Vallejo Pons, Francisco",ESP,2706,1982
44,"Tomashevsky, Evgeny",RUS,2703,1987
45,"Le, Quang Liem",VIE,2702,1991
46,"Van Wely, Loek",NED,2701,1972
47,"Wojtaszek, Radoslaw",POL,2701,1987
48,"Riazantsev, Alexander",RUS,2700,1985
49,"Bruzon Batista, Lazaro",CUB,2699,1982
50,"Kasimdzhanov, Rustam",UZB,2699,1979
51,"Movsesian, Sergei",ARM,2699,1978
52,"McShane, Luke J",ENG,2697,1984
53,"Jobava, Baadur",GEO,2696,1983
54,"Polgar, Judit",HUN,2696,1976
55,"Shirov, Alexei",LAT,2696,1972
56,"Rublevsky, Sergei",RUS,2695,1974
57,"Inarkiev, Ernesto",RUS,2693,1985
58,"Li, Chao b",CHN,2693,1989
59,"Akopian, Vladimir",ARM,2691,1971
60,"Volokitin, Andrei",UKR,2688,1986
61,"Cheparinov, Ivan",BUL,2687,1986
62,"Short, Nigel D",ENG,2684,1965
63,"Kryvoruchko, Yuriy",UKR,2681,1986
64,"Ragger, Markus",AUT,2680,1988
65,"Berkes, Ferenc",HUN,2678,1985
66,"Laznicka, Viktor",CZE,2677,1988
67,"Rapport, Richard",HUN,2676,1996
68,"Gareev, Timur",USA,2676,1988
69,"Matlakov, Maxim",RUS,2676,1991
70,"Bu, Xiangzhi",CHN,2675,1985
71,"Bologan, Viktor",MDA,2672,1971
72,"Sargissian, Gabriel",ARM,2671,1983
73,"Grachev, Boris",RUS,2670,1986
74,"Ni, Hua",CHN,2668,1983
75,"Dreev, Aleksey",RUS,2668,1969
76,"Fedorchuk, Sergey A.",UKR,2667,1981
77,"Onischuk, Alexander",USA,2667,1975
78,"Edouard, Romain",FRA,2665,1990
79,"Tiviakov, Sergei",NED,2665,1973
80,"Nisipeanu, Liviu-Dieter",ROU,2665,1976
81,"Rodshtein, Maxim",ISR,2664,1989
82,"Zhigalko, Sergei",BLR,2664,1989
83,"Smirin, Ilia",ISR,2663,1968
84,"Granda Zuniga, Julio E",PER,2663,1967
85,"Motylev, Alexander",RUS,2663,1979
86,"Negi, Parimarjan",IND,2662,1993
87,"Yu, Yangyi",CHN,2662,1994
88,"Iturrizaga, Eduardo",VEN,2661,1989
89,"Khismatullin, Denis",RUS,2661,1984
90,"Efimenko, Zahar",UKR,2661,1985
91,"Petrosian, Tigran L.",ARM,2660,1984
92,"Safarli, Eltaj",AZE,2660,1992
93,"Sasikiran, Krishnan",IND,2660,1981
94,"Sutovsky, Emil",ISR,2660,1977
95,"Zvjaginsev, Vadim",RUS,2659,1976
96,"Popov, Ivan",RUS,2656,1990
97,"Romanov, Evgeny",RUS,2655,1988
98,"Shimanov, Aleksandr",RUS,2655,1992
99,"Swiercz, Dariusz",POL,2654,1994
100,"Gharamian, Tigran",FRA,2653,1984
1,"Carlsen, Magnus",NOR,2870,1990
2,"Kramnik, Vladimir",RUS,2796,1975
3,"Aronian, Levon",ARM,2795,1982
4,"Grischuk, Alexander",RUS,2786,1983
5,"Nakamura, Hikaru",USA,2783,1987
6,"Caruana, Fabiano",ITA,2779,1992
7,"Anand, Viswanathan",IND,2775,1969
8,"Topalov, Veselin",BUL,2771,1975
9,"Gelfand, Boris",ISR,2765,1968
10,"Karjakin, Sergey",RUS,2762,1990
11,"Mamedyarov, Shakhriyar",AZE,2759,1985
12,"Dominguez Perez, Leinier",CUB,2753,1983
13,"Adams, Michael",ENG,2753,1971
14,"Ponomariov, Ruslan",UKR,2751,1983
15,"Giri, Anish",NED,2749,1994
16,"Vachier-Lagrave, Maxime",FRA,2742,1990
17,"Svidler, Peter",RUS,2740,1976
18,"Morozevich, Alexander",RUS,2734,1977
19,"Ivanchuk, Vassily",UKR,2733,1969
20,"Wang, Hao",CHN,2733,1989
21,"Leko, Peter",HUN,2732,1979
22,"Bacrot, Etienne",FRA,2730,1983
23,"Eljanov, Pavel",UKR,2729,1983
24,"Vitiugov, Nikita",RUS,2729,1987
25,"Kamsky, Gata",USA,2725,1974
26,"Naiditsch, Arkadij",GER,2724,1985
27,"Radjabov, Teimour",AZE,2723,1987
28,"Ding, Liren",CHN,2722,1992
29,"Tomashevsky, Evgeny",RUS,2720,1987
30,"Jakovenko, Dmitry",RUS,2719,1983
31,"Korobov, Anton",UKR,2716,1985
32,"Areshchenko, Alexander",UKR,2714,1986
33,"Wang, Yue",CHN,2713,1987
34,"Le, Quang Liem",VIE,2712,1991
35,"Malakhov, Vladimir",RUS,2711,1980
36,"Fressinet, Laurent",FRA,2710,1981
37,"Harikrishna, P.",IND,2709,1986
38,"Alekseev, Evgeny",RUS,2707,1985
39,"Almasi, Zoltan",HUN,2707,1976
40,"Andreikin, Dmitry",RUS,2706,1990
41,"So, Wesley",PHI,2706,1993
42,"Vallejo Pons, Francisco",ESP,2705,1982
43,"Navara, David",CZE,2703,1985
44,"Moiseenko, Alexander",UKR,2703,1980
45,"Nepomniachtchi, Ian",RUS,2702,1990
46,"Kasimdzhanov, Rustam",UZB,2699,1979
47,"Wojtaszek, Radoslaw",POL,2698,1987
48,"Riazantsev, Alexander",RUS,2697,1985
49,"McShane, Luke J",ENG,2697,1984
50,"Kryvoruchko, Yuriy",UKR,2696,1986
51,"Movsesian, Sergei",ARM,2696,1978
52,"Inarkiev, Ernesto",RUS,2695,1985
53,"Rublevsky, Sergei",RUS,2695,1974
54,"Jobava, Baadur",GEO,2694,1983
55,"Van Wely, Loek",NED,2693,1972
56,"Polgar, Judit",HUN,2689,1976
57,"Bruzon Batista, Lazaro",CUB,2685,1982
58,"Shirov, Alexei",LAT,2685,1972
59,"Akopian, Vladimir",ARM,2684,1971
60,"Short, Nigel D",ENG,2684,1965
61,"Zhigalko, Sergei",BLR,2683,1989
62,"Volokitin, Andrei",UKR,2683,1986
63,"Li, Chao b",CHN,2682,1989
64,"Matlakov, Maxim",RUS,2682,1991
65,"Yu, Yangyi",CHN,2681,1994
66,"Dreev, Aleksey",RUS,2679,1969
67,"Motylev, Alexander",RUS,2676,1979
68,"Sargissian, Gabriel",ARM,2676,1983
69,"Gareev, Timur",USA,2676,1988
70,"Rapport, Richard",HUN,2676,1996
71,"Bu, Xiangzhi",CHN,2675,1985
72,"Nisipeanu, Liviu-Dieter",ROU,2674,1976
73,"Berkes, Ferenc",HUN,2673,1985
74,"Cheparinov, Ivan",BUL,2672,1986
75,"Onischuk, Alexander",USA,2672,1975
76,"Negi, Parimarjan",IND,2671,1993
77,"Bologan, Viktor",MDA,2670,1971
78,"Grachev, Boris",RUS,2669,1986
79,"Ragger, Markus",AUT,2668,1988
80,"Ni, Hua",CHN,2668,1983
81,"Laznicka, Viktor",CZE,2666,1988
82,"Granda Zuniga, Julio E",PER,2665,1967
83,"Georgiev, Kiril",BUL,2664,1965
84,"Istratescu, Andrei",FRA,2664,1975
85,"Rodshtein, Maxim",ISR,2664,1989
86,"Smirin, Ilia",ISR,2663,1968
87,"Sasikiran, Krishnan",IND,2662,1981
88,"Erdos, Viktor",HUN,2661,1987
89,"Efimenko, Zahar",UKR,2661,1985
90,"Petrosian, Tigran L.",ARM,2660,1984
91,"Zvjaginsev, Vadim",RUS,2659,1976
92,"Iturrizaga, Eduardo",VEN,2658,1989
93,"Socko, Bartosz",POL,2658,1978
94,"Sutovsky, Emil",ISR,2657,1977
95,"Edouard, Romain",FRA,2657,1990
96,"Lysyj, Igor",RUS,2657,1987
97,"Fedorchuk, Sergey A.",UKR,2656,1981
98,"Khismatullin, Denis",RUS,2656,1984
99,"Kobalia, Mikhail",RUS,2655,1978
100,"Romanov, Evgeny",RUS,2654,1988
1,"Carlsen, Magnus",NOR,2870,1990
2,"Aronian, Levon",ARM,2801,1982
3,"Kramnik, Vladimir",RUS,2793,1975
4,"Nakamura, Hikaru",USA,2786,1987
5,"Grischuk, Alexander",RUS,2785,1983
6,"Caruana, Fabiano",ITA,2782,1992
7,"Gelfand, Boris",ISR,2777,1968
8,"Anand, Viswanathan",IND,2775,1969
9,"Topalov, Veselin",BUL,2774,1975
10,"Mamedyarov, Shakhriyar",AZE,2757,1985
11,"Karjakin, Sergey",RUS,2756,1990
12,"Dominguez Perez, Leinier",CUB,2754,1983
13,"Svidler, Peter",RUS,2752,1976
14,"Adams, Michael",ENG,2752,1971
15,"Bacrot, Etienne",FRA,2749,1983
16,"Vachier-Lagrave, Maxime",FRA,2742,1990
17,"Vitiugov, Nikita",RUS,2741,1987
18,"Wang, Hao",CHN,2737,1989
19,"Eljanov, Pavel",UKR,2733,1983
20,"Giri, Anish",NED,2732,1994
21,"Ponomariov, Ruslan",UKR,2731,1983
22,"Ivanchuk, Vassily",UKR,2731,1969
23,"Leko, Peter",HUN,2730,1979
24,"Morozevich, Alexander",RUS,2727,1977
25,"Naiditsch, Arkadij",GER,2727,1985
26,"Wang, Yue",CHN,2725,1987
27,"Tomashevsky, Evgeny",RUS,2722,1987
28,"Nepomniachtchi, Ian",RUS,2721,1990
29,"Jakovenko, Dmitry",RUS,2721,1983
30,"Kamsky, Gata",USA,2721,1974
31,"Areshchenko, Alexander",UKR,2720,1986
32,"So, Wesley",PHI,2719,1993
33,"Radjabov, Teimour",AZE,2715,1987
34,"Korobov, Anton",UKR,2713,1985
35,"Ding, Liren",CHN,2711,1992
36,"Wojtaszek, Radoslaw",POL,2711,1987
37,"Andreikin, Dmitry",RUS,2710,1990
38,"Almasi, Zoltan",HUN,2710,1976
39,"Moiseenko, Alexander",UKR,2709,1980
40,"Malakhov, Vladimir",RUS,2708,1980
41,"Fressinet, Laurent",FRA,2707,1981
42,"Rublevsky, Sergei",RUS,2706,1974
43,"Navara, David",CZE,2705,1985
44,"Vallejo Pons, Francisco",ESP,2705,1982
45,"Harikrishna, P.",IND,2704,1986
46,"Le, Quang Liem",VIE,2703,1991
47,"Kryvoruchko, Yuriy",UKR,2701,1986
48,"Matlakov, Maxim",RUS,2700,1991
49,"Movsesian, Sergei",ARM,2700,1978
50,"Alekseev, Evgeny",RUS,2698,1985
51,"Kasimdzhanov, Rustam",UZB,2698,1979
52,"McShane, Luke J",ENG,2696,1984
53,"Inarkiev, Ernesto",RUS,2695,1985
54,"Shirov, Alexei",LAT,2695,1972
55,"Jobava, Baadur",GEO,2695,1983
56,"Zhigalko, Sergei",BLR,2694,1989
57,"Riazantsev, Alexander",RUS,2689,1985
58,"Polgar, Judit",HUN,2689,1976
59,"Bu, Xiangzhi",CHN,2683,1985
60,"Nisipeanu, Liviu-Dieter",ROU,2682,1976
61,"Volokitin, Andrei",UKR,2682,1986
62,"Rodshtein, Maxim",ISR,2681,1989
63,"Akopian, Vladimir",ARM,2681,1971
64,"Rapport, Richard",HUN,2680,1996
65,"Short, Nigel D",ENG,2680,1965
66,"Granda Zuniga, Julio E",PER,2680,1967
67,"Li, Chao b",CHN,2679,1989
68,"Van Wely, Loek",NED,2678,1972
69,"Bruzon Batista, Lazaro",CUB,2677,1982
70,"Laznicka, Viktor",CZE,2677,1988
71,"Sargissian, Gabriel",ARM,2676,1983
72,"Khismatullin, Denis",RUS,2674,1984
73,"Berkes, Ferenc",HUN,2674,1985
74,"Dreev, Aleksey",RUS,2673,1969
75,"Cheparinov, Ivan",BUL,2672,1986
76,"Ragger, Markus",AUT,2672,1988
77,"Onischuk, Alexander",USA,2672,1975
78,"Negi, Parimarjan",IND,2671,1993
79,"Grachev, Boris",RUS,2669,1986
80,"Istratescu, Andrei",FRA,2668,1975
81,"Ni, Hua",CHN,2668,1983
82,"Yu, Yangyi",CHN,2668,1994
83,"Fedorchuk, Sergey A.",UKR,2666,1981
84,"Lysyj, Igor",RUS,2666,1987
85,"Sasikiran, Krishnan",IND,2666,1981
86,"Tiviakov, Sergei",NED,2663,1973
87,"Bologan, Viktor",MDA,2662,1971
88,"Socko, Bartosz",POL,2661,1978
89,"Petrosian, Tigran L.",ARM,2660,1984
90,"Erdos, Viktor",HUN,2658,1987
91,"Gharamian, Tigran",FRA,2658,1984
92,"Efimenko, Zahar",UKR,2657,1985
93,"Sutovsky, Emil",ISR,2657,1977
94,"Khairullin, Ildar",RUS,2653,1990
95,"Zvjaginsev, Vadim",RUS,2653,1976
96,"Gareev, Timur",USA,2653,1988
97,"Romanov, Evgeny",RUS,2653,1988
98,"Edouard, Romain",FRA,2653,1990
99,"Safarli, Eltaj",AZE,2653,1992
100,"Popov, Ivan",RUS,2652,1990
101,"Amin, Bassem",EGY,2652,1988
1,"Carlsen, Magnus",NOR,2872,1990
2,"Aronian, Levon",ARM,2803,1982
3,"Kramnik, Vladimir",RUS,2793,1975
4,"Nakamura, Hikaru",USA,2786,1987
5,"Topalov, Veselin",BUL,2785,1975
6,"Grischuk, Alexander",RUS,2783,1983
7,"Caruana, Fabiano",ITA,2782,1992
8,"Gelfand, Boris",ISR,2777,1968
9,"Anand, Viswanathan",IND,2773,1969
10,"Svidler, Peter",RUS,2758,1976
